n_app_active_daily,1st_app_dly,2nd_app_dly,3rd_app_dly,2days_most_used,3days_most_used,7days_most_used,10days_most_used,n_app_active_daily_2days_mean,n_app_active_daily_2days_var,n_app_active_daily_2days_max,n_app_active_daily_2days_count,n_app_active_daily_7days_mean,n_app_active_daily_7days_var,n_app_active_daily_7days_max,n_app_active_daily_7days_count,n_app_active_daily_10days_mean,n_app_active_daily_10days_var,n_app_active_daily_10days_max,n_app_active_daily_10days_count,n_app_active_daily_day_mean,n_app_active_daily_day_max,n_app_active_daily_day_count,n_app_active_daily_3days_mean,n_app_active_daily_3days_var,n_app_active_daily_3days_max,n_app_active_daily_3days_count,n_app_installed_daily,n_app_installed_daily_2days_mean,n_app_installed_daily_2days_var,n_app_installed_daily_2days_max,n_app_installed_daily_2days_count,n_app_installed_daily_7days_mean,n_app_installed_daily_7days_var,n_app_installed_daily_7days_max,n_app_installed_daily_7days_count,n_app_installed_daily_10days_mean,n_app_installed_daily_10days_var,n_app_installed_daily_10days_max,n_app_installed_daily_10days_count,n_app_installed_daily_day_mean,n_app_installed_daily_day_max,n_app_installed_daily_day_count,n_app_installed_daily_3days_mean,n_app_installed_daily_3days_var,n_app_installed_daily_3days_max,n_app_installed_daily_3days_count,2days_most_used_installed,3days_most_used_installed,7days_most_used_installed,10days_most_used_installed,1st_cat_dly_installed,2nd_cat_dly_installed,3rd_cat_dly_installed,2days_most_used_active,3days_most_used_active,7days_most_used_active,10days_most_used_active,1st_cat_dly_active,2nd_cat_dly_active,3rd_cat_dly_active,phone_brand,price_eur,screen_size,ram_gb,release_month,release_year,camera,daily_distance_1day_mean,daily_distance_1day_var,daily_distance_1day_max,daily_distance_1day_count,daily_distance_2days_mean,daily_distance_2days_var,daily_distance_2days_max,daily_distance_2days_count,daily_distance_7days_mean,daily_distance_7days_var,daily_distance_7days_max,daily_distance_7days_count,daily_distance_10days_mean,daily_distance_10days_var,daily_distance_10days_max,daily_distance_10days_count,daily_distance_3days_mean,daily_distance_3days_var,daily_distance_3days_max,daily_distance_3days_count,labels
18.0,-538061441862183033,3673939281555480663,-2320783822570582843,-538061441862183033,-538061441862183033,-538061441862183033,-538061441862183033,15.0,18.0,18.0,2.0,14.25,6.91666666667,18.0,4.0,14.25,6.91666666667,18.0,4.0,18.0,18.0,1.0,14.25,6.91666666667,18.0,4.0,17.0,16.0,2.0,17.0,2.0,16.75,1.58333333333,18.0,4.0,16.75,1.58333333333,18.0,4.0,17.0,17.0,1.0,16.75,1.58333333333,18.0,4.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,0,190.0,4.0,1.0,8.0,2012.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
18.0,547204558039688891,-9122065505742320794,-1229355550180989761,547204558039688891,547204558039688891,547204558039688891,547204558039688891,18.0,-1.0,18.0,1.0,18.0,-1.0,18.0,1.0,18.0,-1.0,18.0,1.0,18.0,18.0,1.0,18.0,-1.0,18.0,1.0,67.0,67.0,-1.0,67.0,1.0,67.0,-1.0,67.0,1.0,67.0,-1.0,67.0,1.0,67.0,67.0,1.0,67.0,-1.0,67.0,1.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
20.0,628020936226491308,-3087945758533180175,8948670408023620661,8948670408023620661,8948670408023620661,8948670408023620661,8948670408023620661,18.0,8.0,20.0,2.0,18.0,8.0,20.0,2.0,18.0,8.0,20.0,2.0,20.0,20.0,1.0,18.0,8.0,20.0,2.0,24.0,22.0,8.0,24.0,2.0,22.0,8.0,24.0,2.0,22.0,8.0,24.0,2.0,24.0,24.0,1.0,22.0,8.0,24.0,2.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,1,100.0,5.0,1.0,9.0,2014.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
465.0,-5368809411346728624,6956699582426139508,8693964245073640147,-5368809411346728624,-5368809411346728624,-5368809411346728624,-5368809411346728624,1161.5,970224.5,1858.0,2.0,460.166666667,508400.566667,1858.0,6.0,460.166666667,508400.566667,1858.0,6.0,465.0,465.0,1.0,460.166666667,508400.566667,1858.0,6.0,21.0,23.5,12.5,26.0,2.0,21.6666666667,5.46666666667,26.0,6.0,21.6666666667,5.46666666667,26.0,6.0,21.0,21.0,1.0,21.6666666667,5.46666666667,26.0,6.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,10,270.0,5.0,1.0,6.0,2014.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
3.0,6324195462354721428,5099453940784075687,8693964245073640147,6324195462354721428,6324195462354721428,8693964245073640147,8693964245073640147,6.5,24.5,10.0,2.0,14.0,293.333333333,52.0,7.0,14.0,293.333333333,52.0,7.0,3.0,3.0,1.0,14.0,293.333333333,52.0,7.0,24.0,24.0,0.0,24.0,2.0,23.1428571429,3.47619047619,26.0,7.0,23.1428571429,3.47619047619,26.0,7.0,24.0,24.0,1.0,23.1428571429,3.47619047619,26.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,704.0,548.0,549.0,10,370.0,4.5,1.0,6.0,2014.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
17.0,628020936226491308,5786744307703945981,7098329372864993043,628020936226491308,628020936226491308,628020936226491308,628020936226491308,17.0,-1.0,17.0,1.0,17.0,-1.0,17.0,1.0,17.0,-1.0,17.0,1.0,17.0,17.0,1.0,17.0,-1.0,17.0,1.0,36.0,36.0,-1.0,36.0,1.0,36.0,-1.0,36.0,1.0,36.0,-1.0,36.0,1.0,36.0,36.0,1.0,36.0,-1.0,36.0,1.0,548.0,548.0,548.0,548.0,548.0,704.0,713.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,3,440.0,5.7,3.0,10.0,2014.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
6.0,-538061441862183033,-946085445888834060,1665047061121005617,-538061441862183033,-538061441862183033,-538061441862183033,-538061441862183033,21.0,450.0,36.0,2.0,22.6666666667,233.333333333,36.0,3.0,22.6666666667,233.333333333,36.0,3.0,6.0,6.0,1.0,22.6666666667,233.333333333,36.0,3.0,38.0,41.5,24.5,45.0,2.0,42.3333333333,14.3333333333,45.0,3.0,42.3333333333,14.3333333333,45.0,3.0,38.0,38.0,1.0,42.3333333333,14.3333333333,45.0,3.0,548.0,548.0,548.0,548.0,548.0,405.0,704.0,548.0,548.0,548.0,548.0,548.0,549.0,302.0,0,130.0,4.7,1.0,4.0,2015.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
40.0,3433289601737013244,7167114343576723123,-1,3433289601737013244,3433289601737013244,3433289601737013244,3433289601737013244,34.0,72.0,40.0,2.0,27.0,38.6666666667,40.0,7.0,27.0,38.6666666667,40.0,7.0,40.0,40.0,1.0,27.0,38.6666666667,40.0,7.0,82.0,82.0,0.0,82.0,2.0,81.1428571429,0.809523809524,82.0,7.0,81.1428571429,0.809523809524,82.0,7.0,82.0,82.0,1.0,81.1428571429,0.809523809524,82.0,7.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,1,430.0,6.0,4.0,11.0,2015.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
13.0,628020936226491308,6783467533493320030,3870439734374240889,628020936226491308,628020936226491308,628020936226491308,628020936226491308,13.0,-1.0,13.0,1.0,13.0,-1.0,13.0,1.0,13.0,-1.0,13.0,1.0,13.0,13.0,1.0,13.0,-1.0,13.0,1.0,28.0,28.0,-1.0,28.0,1.0,28.0,-1.0,28.0,1.0,28.0,-1.0,28.0,1.0,28.0,28.0,1.0,28.0,-1.0,28.0,1.0,548.0,548.0,548.0,548.0,548.0,704.0,405.0,548.0,548.0,548.0,548.0,548.0,1007.0,405.0,7,140.0,4.7,1.0,12.0,2014.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
2.0,7928023034387058689,-1,-1,0,0,0,0,1.0,2.0,2.0,2.0,1.33333333333,1.33333333333,2.0,3.0,1.33333333333,1.33333333333,2.0,3.0,2.0,2.0,1.0,1.33333333333,1.33333333333,2.0,3.0,40.0,20.0,800.0,40.0,2.0,26.3333333333,520.333333333,40.0,3.0,26.3333333333,520.333333333,40.0,3.0,40.0,40.0,1.0,26.3333333333,520.333333333,40.0,3.0,548.0,548.0,548.0,548.0,548.0,405.0,549.0,260.0,704.0,704.0,704.0,260.0,263.0,-1.0,19,200.0,5.5,3.0,3.0,2015.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
50.0,-8504475857937456387,8948670408023620661,7378912078908392888,0,0,0,0,25.0,1250.0,50.0,2.0,22.0,669.333333333,50.0,4.0,22.0,669.333333333,50.0,4.0,50.0,50.0,1.0,22.0,669.333333333,50.0,4.0,33.0,16.5,544.5,33.0,2.0,16.0,342.0,33.0,4.0,16.0,342.0,33.0,4.0,33.0,33.0,1.0,16.0,342.0,33.0,4.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,1,290.0,5.0,3.0,8.0,2014.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
47.0,7350968644104485537,4757917163306659224,-5955918336844778663,0,0,0,0,23.5,1104.5,47.0,2.0,26.1666666667,2040.16666667,110.0,6.0,26.1666666667,2040.16666667,110.0,6.0,47.0,47.0,1.0,26.1666666667,2040.16666667,110.0,6.0,99.0,49.5,4900.5,99.0,2.0,33.6666666667,2721.86666667,103.0,6.0,33.6666666667,2721.86666667,103.0,6.0,99.0,99.0,1.0,33.6666666667,2721.86666667,103.0,6.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,704.0,713.0,13,170.0,5.5,2.0,8.0,2014.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
188.0,6284806276254629565,-790047866881423788,4348659952760821294,6284806276254629565,6284806276254629565,8557198901083791098,8557198901083791098,186.5,4.5,188.0,2.0,104.428571429,5059.61904762,188.0,7.0,104.428571429,5059.61904762,188.0,7.0,188.0,188.0,1.0,104.428571429,5059.61904762,188.0,7.0,35.0,35.0,0.0,35.0,2.0,33.2857142857,3.2380952381,35.0,7.0,33.2857142857,3.2380952381,35.0,7.0,35.0,35.0,1.0,33.2857142857,3.2380952381,35.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,2,370.0,5.1,2.0,10.0,2013.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
5.0,-1491198667294647703,8181328082200809725,6956699582426139508,-1491198667294647703,-1491198667294647703,-1491198667294647703,-1491198667294647703,5.0,-1.0,5.0,1.0,5.0,-1.0,5.0,1.0,5.0,-1.0,5.0,1.0,5.0,5.0,1.0,5.0,-1.0,5.0,1.0,25.0,25.0,-1.0,25.0,1.0,25.0,-1.0,25.0,1.0,25.0,-1.0,25.0,1.0,25.0,25.0,1.0,25.0,-1.0,25.0,1.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,10,330.0,5.0,2.0,8.0,2014.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
2.0,5807098257890955735,-6793861127573349654,-1,5807098257890955735,0,0,0,1.0,2.0,2.0,2.0,0.8,1.2,2.0,5.0,0.8,1.2,2.0,5.0,2.0,2.0,1.0,0.8,1.2,2.0,5.0,85.0,42.5,3612.5,85.0,2.0,34.0,2167.5,85.0,5.0,34.0,2167.5,85.0,5.0,85.0,85.0,1.0,34.0,2167.5,85.0,5.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,32.0,0.0,0.0,0.0,32.0,704.0,100.0,19,130.0,5.5,3.0,10.0,2015.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
6.0,6171304965385451765,-8015422627604142678,-7286070427919169438,6171304965385451765,6171304965385451765,6171304965385451765,6171304965385451765,7.5,4.5,9.0,2.0,10.7142857143,33.2380952381,23.0,7.0,10.7142857143,33.2380952381,23.0,7.0,6.0,6.0,1.0,10.7142857143,33.2380952381,23.0,7.0,36.0,37.0,2.0,38.0,2.0,36.0,2.33333333333,38.0,7.0,36.0,2.33333333333,38.0,7.0,36.0,36.0,1.0,36.0,2.33333333333,38.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,251.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
8.0,6324195462354721428,-538061441862183033,-1,6324195462354721428,6324195462354721428,-538061441862183033,-538061441862183033,5.0,18.0,8.0,2.0,4.0,6.66666666667,8.0,7.0,4.0,6.66666666667,8.0,7.0,8.0,8.0,1.0,4.0,6.66666666667,8.0,7.0,37.0,37.5,0.5,38.0,2.0,30.4285714286,416.952380952,46.0,7.0,30.4285714286,416.952380952,46.0,7.0,37.0,37.0,1.0,30.4285714286,416.952380952,46.0,7.0,548.0,548.0,548.0,548.0,548.0,1007.0,704.0,252.0,252.0,22.0,22.0,252.0,260.0,302.0,0,250.0,4.3,2.0,4.0,2013.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
10.0,-538061441862183033,6965654211116534216,2689721421138748406,-538061441862183033,-538061441862183033,-538061441862183033,-538061441862183033,6.0,32.0,10.0,2.0,9.42857142857,16.9523809524,14.0,7.0,9.42857142857,16.9523809524,14.0,7.0,10.0,10.0,1.0,9.42857142857,16.9523809524,14.0,7.0,50.0,49.5,0.5,50.0,2.0,49.1428571429,0.142857142857,50.0,7.0,49.1428571429,0.142857142857,50.0,7.0,50.0,50.0,1.0,49.1428571429,0.142857142857,50.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,405.0,960.0,960.0,302.0,302.0,960.0,779.0,783.0,0,160.0,5.5,2.0,8.0,2015.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
3.0,6324195578393301030,9220205176760015004,-1,0,6324195578393301030,6324195578393301030,6324195578393301030,1.5,4.5,3.0,2.0,1.28571428571,1.57142857143,3.0,7.0,1.28571428571,1.57142857143,3.0,7.0,3.0,3.0,1.0,1.28571428571,1.57142857143,3.0,7.0,23.0,12.0,242.0,23.0,2.0,16.2857142857,119.904761905,26.0,7.0,16.2857142857,119.904761905,26.0,7.0,23.0,23.0,1.0,16.2857142857,119.904761905,26.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,960.0,256.0,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
22.0,-6924133527071890332,4757917127056227226,-3130816760729488660,4757917163320268301,4757917163320268301,4757917163320268301,4757917163320268301,15.5,84.5,22.0,2.0,15.5,84.5,22.0,2.0,15.5,84.5,22.0,2.0,22.0,22.0,1.0,15.5,84.5,22.0,2.0,46.0,43.5,12.5,46.0,2.0,43.5,12.5,46.0,2.0,43.5,12.5,46.0,2.0,46.0,46.0,1.0,43.5,12.5,46.0,2.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
4.0,3433289601737013244,2689721421138748406,-1,3433289601737013244,0,3433289601737013244,3433289601737013244,2.0,8.0,4.0,2.0,1.5,3.66666666667,4.0,4.0,1.5,3.66666666667,4.0,4.0,4.0,4.0,1.0,1.5,3.66666666667,4.0,4.0,43.0,21.5,924.5,43.0,2.0,22.5,677.666666667,47.0,4.0,22.5,677.666666667,47.0,4.0,43.0,43.0,1.0,22.5,677.666666667,47.0,4.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,1,430.0,6.0,4.0,11.0,2015.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
48.0,-8022267440849930066,7348340405200054701,8693964245073640147,-1496780913081066720,-1496780913081066720,-1496780913081066720,-1496780913081066720,25.5,1012.5,48.0,2.0,25.5,1012.5,48.0,2.0,25.5,1012.5,48.0,2.0,48.0,48.0,1.0,25.5,1012.5,48.0,2.0,43.0,41.5,4.5,43.0,2.0,41.5,4.5,43.0,2.0,41.5,4.5,43.0,2.0,43.0,43.0,1.0,41.5,4.5,43.0,2.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,7,355.0,6.0,3.0,10.0,2013.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
37.0,628020936226491308,-995726944612374565,-2320783822570582843,628020936226491308,628020936226491308,628020936226491308,628020936226491308,43.5,84.5,50.0,2.0,59.0,763.0,90.0,3.0,59.0,763.0,90.0,3.0,37.0,37.0,1.0,59.0,763.0,90.0,3.0,35.0,35.5,0.5,36.0,2.0,35.0,1.0,36.0,3.0,35.0,1.0,36.0,3.0,35.0,35.0,1.0,35.0,1.0,36.0,3.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,2,370.0,5.1,2.0,10.0,2013.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
6.0,-3377762563562413489,-6159006306231678365,-1,-3377762563562413489,-3377762563562413489,-3377762563562413489,-3377762563562413489,4.0,8.0,6.0,2.0,3.71428571429,3.2380952381,6.0,7.0,3.71428571429,3.2380952381,6.0,7.0,6.0,6.0,1.0,3.71428571429,3.2380952381,6.0,7.0,46.0,46.0,0.0,46.0,2.0,45.4285714286,0.285714285714,46.0,7.0,45.4285714286,0.285714285714,46.0,7.0,46.0,46.0,1.0,45.4285714286,0.285714285714,46.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,405.0,704.0,704.0,704.0,704.0,704.0,548.0,549.0,2,200.0,5.5,3.0,6.0,2015.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
20.0,2990510930019400489,4261355212972133479,-3955212733485100109,2990510930019400489,2990510930019400489,2990510930019400489,2990510930019400489,20.0,-1.0,20.0,1.0,20.0,-1.0,20.0,1.0,20.0,-1.0,20.0,1.0,20.0,20.0,1.0,20.0,-1.0,20.0,1.0,18.0,18.0,-1.0,18.0,1.0,18.0,-1.0,18.0,1.0,18.0,-1.0,18.0,1.0,18.0,18.0,1.0,18.0,-1.0,18.0,1.0,548.0,548.0,548.0,548.0,548.0,704.0,713.0,548.0,548.0,548.0,548.0,548.0,704.0,713.0,1,250.0,5.5,2.0,12.0,2013.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
30.0,-1633873313139722876,-2320783822570582843,7348340405200054701,0,0,0,0,15.0,450.0,30.0,2.0,11.25,170.25,30.0,4.0,11.25,170.25,30.0,4.0,30.0,30.0,1.0,11.25,170.25,30.0,4.0,28.0,14.0,392.0,28.0,2.0,20.75,191.583333333,28.0,4.0,20.75,191.583333333,28.0,4.0,28.0,28.0,1.0,20.75,191.583333333,28.0,4.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,3,320.0,5.0,2.0,4.0,2013.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
9.0,-5782019072080042890,-3130816760729488660,5927333115845830913,-5782019072080042890,-5782019072080042890,-8581608100925065606,-8581608100925065606,8.0,2.0,9.0,2.0,7.83333333333,48.5666666667,16.0,6.0,7.83333333333,48.5666666667,16.0,6.0,9.0,9.0,1.0,7.83333333333,48.5666666667,16.0,6.0,10.0,9.0,2.0,10.0,2.0,7.33333333333,36.2666666667,14.0,6.0,7.33333333333,36.2666666667,14.0,6.0,10.0,10.0,1.0,7.33333333333,36.2666666667,14.0,6.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
7.0,-538061441862183033,-8967115172244183586,75592544073137955,-538061441862183033,-538061441862183033,-538061441862183033,-538061441862183033,3.5,24.5,7.0,2.0,4.42857142857,18.2857142857,10.0,7.0,4.42857142857,18.2857142857,10.0,7.0,7.0,7.0,1.0,4.42857142857,18.2857142857,10.0,7.0,35.0,17.5,612.5,35.0,2.0,20.0,350.0,35.0,7.0,20.0,350.0,35.0,7.0,35.0,35.0,1.0,20.0,350.0,35.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,0,250.0,4.3,2.0,4.0,2013.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
8.0,5927333115845830913,6956699582426139508,8693964245073640147,5927333115845830913,0,5927333115845830913,5927333115845830913,9.5,4.5,11.0,2.0,17.0,443.666666667,63.0,7.0,17.0,443.666666667,63.0,7.0,8.0,8.0,1.0,17.0,443.666666667,63.0,7.0,23.0,22.5,0.5,23.0,2.0,19.1428571429,73.1428571429,25.0,7.0,19.1428571429,73.1428571429,25.0,7.0,23.0,23.0,1.0,19.1428571429,73.1428571429,25.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
2.0,7167114343576723123,5506106657614350041,-1,7167114343576723123,7167114343576723123,7167114343576723123,7167114343576723123,3.0,2.0,4.0,2.0,3.2,5.2,6.0,5.0,3.2,5.2,6.0,5.0,2.0,2.0,1.0,3.2,5.2,6.0,5.0,30.0,27.0,18.0,30.0,2.0,21.0,143.0,30.0,5.0,21.0,143.0,30.0,5.0,30.0,30.0,1.0,21.0,143.0,30.0,5.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,704.0,704.0,704.0,704.0,704.0,548.0,713.0,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
10.0,-538061441862183033,2323816594546570360,-329259848532828564,-538061441862183033,-538061441862183033,-538061441862183033,-538061441862183033,8.0,8.0,10.0,2.0,3.14285714286,14.4761904762,10.0,7.0,3.14285714286,14.4761904762,10.0,7.0,10.0,10.0,1.0,3.14285714286,14.4761904762,10.0,7.0,61.0,61.0,0.0,61.0,2.0,34.8571428571,1063.14285714,61.0,7.0,34.8571428571,1063.14285714,61.0,7.0,61.0,61.0,1.0,34.8571428571,1063.14285714,61.0,7.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,302.0,302.0,302.0,302.0,302.0,548.0,549.0,0,320.0,5.7,3.0,1.0,2015.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
